"X","baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
202,"B Lee","A Kumble",32.2,0,TRUE,98,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
203,"B Lee","A Kumble",32.2,0,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
204,"B Lee","A Kumble",32.3,0,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
205,"B Lee","A Kumble",32.4,4,FALSE,102,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
206,"B Lee","A Kumble",32.5,0,FALSE,102,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
207,"B Lee","A Kumble",32.6,0,FALSE,102,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
208,"GB Hogg","Harbhajan Singh",33.1,0,FALSE,102,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
209,"GB Hogg","Harbhajan Singh",33.2,0,FALSE,102,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
210,"GB Hogg","Harbhajan Singh",33.3,1,FALSE,103,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
211,"GB Hogg","A Kumble",33.4,1,FALSE,104,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
212,"GB Hogg","Harbhajan Singh",33.5,0,FALSE,104,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
213,"GB Hogg","Harbhajan Singh",33.6,0,FALSE,104,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
214,"DS Lehmann","A Kumble",34.1,1,FALSE,105,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
215,"DS Lehmann","Harbhajan Singh",34.2,0,FALSE,105,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
216,"DS Lehmann","Harbhajan Singh",34.3,0,FALSE,105,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
217,"DS Lehmann","Harbhajan Singh",34.4,0,FALSE,105,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
218,"DS Lehmann","Harbhajan Singh",34.5,1,FALSE,106,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
219,"DS Lehmann","A Kumble",34.6,0,FALSE,106,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
220,"GB Hogg","Harbhajan Singh",35.1,4,FALSE,110,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
221,"GB Hogg","Harbhajan Singh",35.2,4,FALSE,114,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
222,"GB Hogg","Harbhajan Singh",35.3,0,FALSE,114,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
223,"GB Hogg","Harbhajan Singh",35.4,2,FALSE,116,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
224,"GB Hogg","Harbhajan Singh",35.5,0,FALSE,116,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
225,"GB Hogg","Harbhajan Singh",35.6,0,FALSE,116,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
226,"DS Lehmann","A Kumble",36.1,1,FALSE,117,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
227,"DS Lehmann","Harbhajan Singh",36.2,0,FALSE,117,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
228,"DS Lehmann","Harbhajan Singh",36.3,0,FALSE,117,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
229,"DS Lehmann","Harbhajan Singh",36.4,1,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
230,"DS Lehmann","A Kumble",36.5,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
231,"DS Lehmann","A Kumble",36.6,1,FALSE,119,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
232,"GB Hogg","A Kumble",37.1,1,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
233,"GB Hogg","Harbhajan Singh",37.2,0,FALSE,120,8,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
234,"GB Hogg","Z Khan",37.3,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
235,"GB Hogg","Z Khan",37.4,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
236,"GB Hogg","Z Khan",37.5,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
237,"GB Hogg","Z Khan",37.6,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
238,"DS Lehmann","A Kumble",38.1,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
239,"DS Lehmann","A Kumble",38.2,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
240,"DS Lehmann","A Kumble",38.3,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
241,"DS Lehmann","A Kumble",38.4,0,FALSE,120,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
242,"DS Lehmann","A Kumble",38.5,1,FALSE,121,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
243,"DS Lehmann","Z Khan",38.6,0,FALSE,121,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
244,"GB Hogg","A Kumble",39.1,0,FALSE,121,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
245,"GB Hogg","A Kumble",39.2,1,FALSE,122,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
246,"GB Hogg","Z Khan",39.3,0,FALSE,122,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
247,"GB Hogg","Z Khan",39.4,1,FALSE,123,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
248,"GB Hogg","A Kumble",39.5,0,FALSE,123,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
249,"GB Hogg","A Kumble",39.6,1,FALSE,124,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
250,"DS Lehmann","A Kumble",40.1,0,FALSE,124,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
251,"DS Lehmann","A Kumble",40.2,1,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
252,"DS Lehmann","Z Khan",40.3,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
253,"DS Lehmann","Z Khan",40.4,0,FALSE,125,9,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
254,"DS Lehmann","J Srinath",40.5,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
255,"DS Lehmann","J Srinath",40.6,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
256,"GB Hogg","A Kumble",41.1,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
257,"GB Hogg","A Kumble",41.2,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
258,"GB Hogg","A Kumble",41.3,0,FALSE,125,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
259,"GB Hogg","A Kumble",41.4,0,FALSE,125,10,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
260,"J Srinath","AC Gilchrist",0.1,1,FALSE,1,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
261,"J Srinath","ML Hayden",0.2,3,FALSE,4,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
262,"J Srinath","AC Gilchrist",0.3,0,FALSE,4,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
263,"J Srinath","AC Gilchrist",0.4,4,FALSE,8,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
264,"J Srinath","AC Gilchrist",0.5,0,FALSE,8,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
265,"J Srinath","AC Gilchrist",0.6,1,FALSE,9,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
266,"Z Khan","AC Gilchrist",1.1,0,FALSE,9,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
267,"Z Khan","AC Gilchrist",1.2,0,TRUE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
268,"Z Khan","AC Gilchrist",1.3,2,FALSE,13,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
269,"Z Khan","AC Gilchrist",1.4,0,FALSE,13,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
270,"Z Khan","AC Gilchrist",1.5,0,FALSE,13,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
271,"Z Khan","AC Gilchrist",1.6,0,FALSE,13,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
272,"J Srinath","ML Hayden",2.1,0,FALSE,13,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
273,"J Srinath","ML Hayden",2.2,1,FALSE,14,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
274,"J Srinath","AC Gilchrist",2.3,0,FALSE,14,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
275,"J Srinath","AC Gilchrist",2.4,0,FALSE,14,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
276,"J Srinath","AC Gilchrist",2.5,0,FALSE,14,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
277,"J Srinath","AC Gilchrist",2.6,2,FALSE,16,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
278,"Z Khan","ML Hayden",3.1,2,FALSE,18,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
279,"Z Khan","ML Hayden",3.2,0,FALSE,18,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
280,"Z Khan","ML Hayden",3.3,0,TRUE,19,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
281,"Z Khan","ML Hayden",3.3,4,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
282,"Z Khan","ML Hayden",3.4,0,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
283,"Z Khan","ML Hayden",3.5,0,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
284,"Z Khan","ML Hayden",3.6,0,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
285,"J Srinath","AC Gilchrist",4.1,0,TRUE,24,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
286,"J Srinath","AC Gilchrist",4.1,0,FALSE,24,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
287,"J Srinath","AC Gilchrist",4.2,0,FALSE,24,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
288,"J Srinath","AC Gilchrist",4.3,1,FALSE,25,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
289,"J Srinath","ML Hayden",4.4,0,FALSE,25,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
290,"J Srinath","ML Hayden",4.5,3,FALSE,28,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
291,"J Srinath","AC Gilchrist",4.6,1,FALSE,29,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
292,"Z Khan","AC Gilchrist",5.1,0,FALSE,29,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
293,"Z Khan","AC Gilchrist",5.2,1,FALSE,30,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
294,"Z Khan","ML Hayden",5.3,1,FALSE,31,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
295,"Z Khan","AC Gilchrist",5.4,0,FALSE,31,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
296,"Z Khan","AC Gilchrist",5.5,4,FALSE,35,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
297,"Z Khan","AC Gilchrist",5.6,0,FALSE,35,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
298,"J Srinath","ML Hayden",6.1,6,FALSE,41,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
299,"J Srinath","ML Hayden",6.2,0,FALSE,41,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
300,"J Srinath","ML Hayden",6.3,0,TRUE,42,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
301,"J Srinath","AC Gilchrist",6.4,2,FALSE,44,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
302,"J Srinath","AC Gilchrist",6.5,0,FALSE,44,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
303,"J Srinath","AC Gilchrist",6.6,0,FALSE,44,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
304,"Z Khan","ML Hayden",7.1,1,FALSE,45,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
305,"Z Khan","AC Gilchrist",7.2,2,FALSE,47,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
306,"Z Khan","AC Gilchrist",7.3,0,FALSE,47,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
307,"Z Khan","AC Gilchrist",7.4,4,FALSE,51,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
308,"Z Khan","AC Gilchrist",7.5,1,FALSE,52,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Fast"
309,"Z Khan","ML Hayden",7.6,3,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Fast"
310,"Harbhajan Singh","ML Hayden",8.1,0,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
311,"Harbhajan Singh","ML Hayden",8.2,0,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
312,"Harbhajan Singh","ML Hayden",8.3,1,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
313,"Harbhajan Singh","AC Gilchrist",8.4,0,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
314,"Harbhajan Singh","AC Gilchrist",8.5,0,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
315,"Harbhajan Singh","AC Gilchrist",8.6,0,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
316,"A Kumble","ML Hayden",9.1,0,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
317,"A Kumble","ML Hayden",9.2,0,FALSE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
318,"A Kumble","ML Hayden",9.3,1,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
319,"A Kumble","AC Gilchrist",9.4,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
320,"A Kumble","AC Gilchrist",9.5,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
321,"A Kumble","AC Gilchrist",9.6,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
322,"Harbhajan Singh","ML Hayden",10.1,1,FALSE,58,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
323,"Harbhajan Singh","AC Gilchrist",10.2,0,FALSE,58,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
324,"Harbhajan Singh","AC Gilchrist",10.3,0,FALSE,58,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
325,"Harbhajan Singh","AC Gilchrist",10.4,0,TRUE,63,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
326,"Harbhajan Singh","AC Gilchrist",10.4,1,FALSE,64,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
327,"Harbhajan Singh","ML Hayden",10.5,0,FALSE,64,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
328,"Harbhajan Singh","ML Hayden",10.6,0,FALSE,64,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
329,"A Kumble","AC Gilchrist",11.1,0,FALSE,64,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
330,"A Kumble","AC Gilchrist",11.2,1,FALSE,65,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
331,"A Kumble","ML Hayden",11.3,1,FALSE,66,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
332,"A Kumble","AC Gilchrist",11.4,0,FALSE,66,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
333,"A Kumble","AC Gilchrist",11.5,0,FALSE,66,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
334,"A Kumble","AC Gilchrist",11.6,0,FALSE,66,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
335,"Harbhajan Singh","ML Hayden",12.1,6,FALSE,72,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
336,"Harbhajan Singh","ML Hayden",12.2,0,FALSE,72,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
337,"Harbhajan Singh","ML Hayden",12.3,0,FALSE,72,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
338,"Harbhajan Singh","ML Hayden",12.4,0,FALSE,72,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
339,"Harbhajan Singh","ML Hayden",12.5,1,FALSE,73,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
340,"Harbhajan Singh","AC Gilchrist",12.6,1,FALSE,74,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
341,"A Kumble","AC Gilchrist",13.1,0,FALSE,74,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
342,"A Kumble","AC Gilchrist",13.2,0,FALSE,74,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
343,"A Kumble","AC Gilchrist",13.3,0,FALSE,74,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
344,"A Kumble","AC Gilchrist",13.4,4,FALSE,78,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
345,"A Kumble","AC Gilchrist",13.5,1,FALSE,79,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
346,"A Kumble","ML Hayden",13.6,1,FALSE,80,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
347,"Harbhajan Singh","ML Hayden",14.1,0,FALSE,80,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
348,"Harbhajan Singh","ML Hayden",14.2,1,FALSE,81,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
349,"Harbhajan Singh","AC Gilchrist",14.3,1,FALSE,82,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
350,"Harbhajan Singh","ML Hayden",14.4,1,FALSE,83,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
351,"Harbhajan Singh","AC Gilchrist",14.5,4,FALSE,87,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
352,"Harbhajan Singh","AC Gilchrist",14.6,4,FALSE,91,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
353,"A Kumble","ML Hayden",15.1,1,FALSE,92,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
354,"A Kumble","AC Gilchrist",15.2,1,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
355,"A Kumble","ML Hayden",15.3,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
356,"A Kumble","ML Hayden",15.4,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
357,"A Kumble","ML Hayden",15.5,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
358,"A Kumble","ML Hayden",15.6,1,FALSE,94,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
359,"Harbhajan Singh","ML Hayden",16.1,1,FALSE,95,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
360,"Harbhajan Singh","AC Gilchrist",16.2,1,FALSE,96,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
361,"Harbhajan Singh","ML Hayden",16.3,0,FALSE,96,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
362,"Harbhajan Singh","ML Hayden",16.4,1,FALSE,97,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
363,"Harbhajan Singh","AC Gilchrist",16.5,0,FALSE,97,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
364,"Harbhajan Singh","AC Gilchrist",16.6,3,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
365,"A Kumble","AC Gilchrist",17.1,0,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
366,"A Kumble","AC Gilchrist",17.2,0,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
367,"A Kumble","AC Gilchrist",17.3,0,FALSE,100,11,"Australia",2,"bat","Australia","9  wickets","Australia","Left","Spin"
368,"A Kumble","RT Ponting",17.4,0,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
369,"A Kumble","RT Ponting",17.5,0,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
370,"A Kumble","RT Ponting",17.6,2,FALSE,102,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
371,"Harbhajan Singh","ML Hayden",18.1,1,FALSE,103,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
372,"Harbhajan Singh","RT Ponting",18.2,0,FALSE,103,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
373,"Harbhajan Singh","RT Ponting",18.3,0,FALSE,103,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
374,"Harbhajan Singh","RT Ponting",18.4,4,FALSE,107,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
375,"Harbhajan Singh","RT Ponting",18.5,1,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
376,"Harbhajan Singh","ML Hayden",18.6,0,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
377,"A Kumble","RT Ponting",19.1,0,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
378,"A Kumble","RT Ponting",19.2,0,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
379,"A Kumble","RT Ponting",19.3,0,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
380,"A Kumble","RT Ponting",19.4,2,FALSE,110,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
381,"A Kumble","RT Ponting",19.5,0,FALSE,110,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
382,"A Kumble","RT Ponting",19.6,0,TRUE,111,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
383,"A Kumble","RT Ponting",19.6,4,FALSE,115,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
384,"Harbhajan Singh","ML Hayden",20.1,1,FALSE,116,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
385,"Harbhajan Singh","RT Ponting",20.2,4,FALSE,120,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
386,"Harbhajan Singh","RT Ponting",20.3,0,FALSE,120,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
387,"Harbhajan Singh","RT Ponting",20.4,0,FALSE,120,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
388,"Harbhajan Singh","RT Ponting",20.5,0,FALSE,120,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
389,"Harbhajan Singh","RT Ponting",20.6,1,FALSE,121,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
390,"A Kumble","RT Ponting",21.1,0,FALSE,121,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
391,"A Kumble","RT Ponting",21.2,0,FALSE,121,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
392,"A Kumble","RT Ponting",21.3,1,FALSE,122,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
393,"A Kumble","ML Hayden",21.4,0,FALSE,122,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
394,"A Kumble","ML Hayden",21.5,1,FALSE,123,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
395,"A Kumble","RT Ponting",21.6,1,FALSE,124,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
396,"Harbhajan Singh","RT Ponting",22.1,0,FALSE,124,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
397,"Harbhajan Singh","RT Ponting",22.2,4,FALSE,128,0,"Australia",2,"bat","Australia","9  wickets","Australia","Right","Spin"
