"","baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"203","B Lee","A Kumble",32.2,0,FALSE,91,0,"India",1,"bat","Australia","9  wickets","Australia"
"204","B Lee","A Kumble",32.3,0,FALSE,91,0,"India",1,"bat","Australia","9  wickets","Australia"
"205","B Lee","A Kumble",32.4,4,FALSE,95,0,"India",1,"bat","Australia","9  wickets","Australia"
"206","B Lee","A Kumble",32.5,0,FALSE,95,0,"India",1,"bat","Australia","9  wickets","Australia"
"207","B Lee","A Kumble",32.6,0,FALSE,95,0,"India",1,"bat","Australia","9  wickets","Australia"
"208","GB Hogg","Harbhajan Singh",33.1,0,FALSE,95,0,"India",1,"bat","Australia","9  wickets","Australia"
"209","GB Hogg","Harbhajan Singh",33.2,0,FALSE,95,0,"India",1,"bat","Australia","9  wickets","Australia"
"210","GB Hogg","Harbhajan Singh",33.3,1,FALSE,96,0,"India",1,"bat","Australia","9  wickets","Australia"
"211","GB Hogg","A Kumble",33.4,1,FALSE,97,0,"India",1,"bat","Australia","9  wickets","Australia"
"212","GB Hogg","Harbhajan Singh",33.5,0,FALSE,97,0,"India",1,"bat","Australia","9  wickets","Australia"
"213","GB Hogg","Harbhajan Singh",33.6,0,FALSE,97,0,"India",1,"bat","Australia","9  wickets","Australia"
"214","DS Lehmann","A Kumble",34.1,1,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia"
"215","DS Lehmann","Harbhajan Singh",34.2,0,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia"
"216","DS Lehmann","Harbhajan Singh",34.3,0,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia"
"217","DS Lehmann","Harbhajan Singh",34.4,0,FALSE,98,0,"India",1,"bat","Australia","9  wickets","Australia"
"218","DS Lehmann","Harbhajan Singh",34.5,1,FALSE,99,0,"India",1,"bat","Australia","9  wickets","Australia"
"219","DS Lehmann","A Kumble",34.6,0,FALSE,99,0,"India",1,"bat","Australia","9  wickets","Australia"
"220","GB Hogg","Harbhajan Singh",35.1,4,FALSE,103,0,"India",1,"bat","Australia","9  wickets","Australia"
"221","GB Hogg","Harbhajan Singh",35.2,4,FALSE,107,0,"India",1,"bat","Australia","9  wickets","Australia"
"222","GB Hogg","Harbhajan Singh",35.3,0,FALSE,107,0,"India",1,"bat","Australia","9  wickets","Australia"
"223","GB Hogg","Harbhajan Singh",35.4,2,FALSE,109,0,"India",1,"bat","Australia","9  wickets","Australia"
"224","GB Hogg","Harbhajan Singh",35.5,0,FALSE,109,0,"India",1,"bat","Australia","9  wickets","Australia"
"225","GB Hogg","Harbhajan Singh",35.6,0,FALSE,109,0,"India",1,"bat","Australia","9  wickets","Australia"
"226","DS Lehmann","A Kumble",36.1,1,FALSE,110,0,"India",1,"bat","Australia","9  wickets","Australia"
"227","DS Lehmann","Harbhajan Singh",36.2,0,FALSE,110,0,"India",1,"bat","Australia","9  wickets","Australia"
"228","DS Lehmann","Harbhajan Singh",36.3,0,FALSE,110,0,"India",1,"bat","Australia","9  wickets","Australia"
"229","DS Lehmann","Harbhajan Singh",36.4,1,FALSE,111,0,"India",1,"bat","Australia","9  wickets","Australia"
"230","DS Lehmann","A Kumble",36.5,0,FALSE,111,0,"India",1,"bat","Australia","9  wickets","Australia"
"231","DS Lehmann","A Kumble",36.6,1,FALSE,112,0,"India",1,"bat","Australia","9  wickets","Australia"
"232","GB Hogg","A Kumble",37.1,1,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"233","GB Hogg","Harbhajan Singh",37.2,0,FALSE,113,8,"India",1,"bat","Australia","9  wickets","Australia"
"234","GB Hogg","Z Khan",37.3,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"235","GB Hogg","Z Khan",37.4,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"236","GB Hogg","Z Khan",37.5,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"237","GB Hogg","Z Khan",37.6,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"238","DS Lehmann","A Kumble",38.1,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"239","DS Lehmann","A Kumble",38.2,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"240","DS Lehmann","A Kumble",38.3,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"241","DS Lehmann","A Kumble",38.4,0,FALSE,113,0,"India",1,"bat","Australia","9  wickets","Australia"
"242","DS Lehmann","A Kumble",38.5,1,FALSE,114,0,"India",1,"bat","Australia","9  wickets","Australia"
"243","DS Lehmann","Z Khan",38.6,0,FALSE,114,0,"India",1,"bat","Australia","9  wickets","Australia"
"244","GB Hogg","A Kumble",39.1,0,FALSE,114,0,"India",1,"bat","Australia","9  wickets","Australia"
"245","GB Hogg","A Kumble",39.2,1,FALSE,115,0,"India",1,"bat","Australia","9  wickets","Australia"
"246","GB Hogg","Z Khan",39.3,0,FALSE,115,0,"India",1,"bat","Australia","9  wickets","Australia"
"247","GB Hogg","Z Khan",39.4,1,FALSE,116,0,"India",1,"bat","Australia","9  wickets","Australia"
"248","GB Hogg","A Kumble",39.5,0,FALSE,116,0,"India",1,"bat","Australia","9  wickets","Australia"
"249","GB Hogg","A Kumble",39.6,1,FALSE,117,0,"India",1,"bat","Australia","9  wickets","Australia"
"250","DS Lehmann","A Kumble",40.1,0,FALSE,117,0,"India",1,"bat","Australia","9  wickets","Australia"
"251","DS Lehmann","A Kumble",40.2,1,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"252","DS Lehmann","Z Khan",40.3,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"253","DS Lehmann","Z Khan",40.4,0,FALSE,118,9,"India",1,"bat","Australia","9  wickets","Australia"
"254","DS Lehmann","J Srinath",40.5,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"255","DS Lehmann","J Srinath",40.6,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"256","GB Hogg","A Kumble",41.1,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"257","GB Hogg","A Kumble",41.2,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"258","GB Hogg","A Kumble",41.3,0,FALSE,118,0,"India",1,"bat","Australia","9  wickets","Australia"
"259","GB Hogg","A Kumble",41.4,0,FALSE,118,10,"India",1,"bat","Australia","9  wickets","Australia"
"260","J Srinath","AC Gilchrist",0.1,1,FALSE,1,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"261","J Srinath","ML Hayden",0.2,3,FALSE,4,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"262","J Srinath","AC Gilchrist",0.3,0,FALSE,4,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"263","J Srinath","AC Gilchrist",0.4,4,FALSE,8,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"264","J Srinath","AC Gilchrist",0.5,0,FALSE,8,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"265","J Srinath","AC Gilchrist",0.6,1,FALSE,9,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"266","Z Khan","AC Gilchrist",1.1,0,FALSE,9,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"267","Z Khan","AC Gilchrist",1.2,0,TRUE,9,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"268","Z Khan","AC Gilchrist",1.3,2,FALSE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"269","Z Khan","AC Gilchrist",1.4,0,FALSE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"270","Z Khan","AC Gilchrist",1.5,0,FALSE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"271","Z Khan","AC Gilchrist",1.6,0,FALSE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"272","J Srinath","ML Hayden",2.1,0,FALSE,11,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"273","J Srinath","ML Hayden",2.2,1,FALSE,12,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"274","J Srinath","AC Gilchrist",2.3,0,FALSE,12,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"275","J Srinath","AC Gilchrist",2.4,0,FALSE,12,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"276","J Srinath","AC Gilchrist",2.5,0,FALSE,12,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"277","J Srinath","AC Gilchrist",2.6,2,FALSE,14,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"278","Z Khan","ML Hayden",3.1,2,FALSE,16,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"279","Z Khan","ML Hayden",3.2,0,FALSE,16,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"280","Z Khan","ML Hayden",3.3,0,TRUE,17,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"281","Z Khan","ML Hayden",3.3,4,FALSE,21,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"282","Z Khan","ML Hayden",3.4,0,FALSE,21,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"283","Z Khan","ML Hayden",3.5,0,FALSE,21,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"284","Z Khan","ML Hayden",3.6,0,FALSE,21,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"285","J Srinath","AC Gilchrist",4.1,0,TRUE,22,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"286","J Srinath","AC Gilchrist",4.1,0,FALSE,22,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"287","J Srinath","AC Gilchrist",4.2,0,FALSE,22,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"288","J Srinath","AC Gilchrist",4.3,1,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"289","J Srinath","ML Hayden",4.4,0,FALSE,23,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"290","J Srinath","ML Hayden",4.5,3,FALSE,26,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"291","J Srinath","AC Gilchrist",4.6,1,FALSE,27,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"292","Z Khan","AC Gilchrist",5.1,0,FALSE,27,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"293","Z Khan","AC Gilchrist",5.2,1,FALSE,28,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"294","Z Khan","ML Hayden",5.3,1,FALSE,29,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"295","Z Khan","AC Gilchrist",5.4,0,FALSE,29,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"296","Z Khan","AC Gilchrist",5.5,4,FALSE,33,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"297","Z Khan","AC Gilchrist",5.6,0,FALSE,33,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"298","J Srinath","ML Hayden",6.1,6,FALSE,39,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"299","J Srinath","ML Hayden",6.2,0,FALSE,39,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"300","J Srinath","ML Hayden",6.3,0,TRUE,39,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"301","J Srinath","AC Gilchrist",6.4,2,FALSE,41,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"302","J Srinath","AC Gilchrist",6.5,0,FALSE,41,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"303","J Srinath","AC Gilchrist",6.6,0,FALSE,41,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"304","Z Khan","ML Hayden",7.1,1,FALSE,42,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"305","Z Khan","AC Gilchrist",7.2,2,FALSE,44,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"306","Z Khan","AC Gilchrist",7.3,0,FALSE,44,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"307","Z Khan","AC Gilchrist",7.4,4,FALSE,48,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"308","Z Khan","AC Gilchrist",7.5,1,FALSE,49,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"309","Z Khan","ML Hayden",7.6,3,FALSE,52,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"310","Harbhajan Singh","ML Hayden",8.1,0,FALSE,52,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"311","Harbhajan Singh","ML Hayden",8.2,0,FALSE,52,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"312","Harbhajan Singh","ML Hayden",8.3,1,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"313","Harbhajan Singh","AC Gilchrist",8.4,0,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"314","Harbhajan Singh","AC Gilchrist",8.5,0,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"315","Harbhajan Singh","AC Gilchrist",8.6,0,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"316","A Kumble","ML Hayden",9.1,0,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"317","A Kumble","ML Hayden",9.2,0,FALSE,53,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"318","A Kumble","ML Hayden",9.3,1,FALSE,54,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"319","A Kumble","AC Gilchrist",9.4,0,FALSE,54,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"320","A Kumble","AC Gilchrist",9.5,0,FALSE,54,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"321","A Kumble","AC Gilchrist",9.6,0,FALSE,54,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"322","Harbhajan Singh","ML Hayden",10.1,1,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"323","Harbhajan Singh","AC Gilchrist",10.2,0,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"324","Harbhajan Singh","AC Gilchrist",10.3,0,FALSE,55,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"325","Harbhajan Singh","AC Gilchrist",10.4,0,TRUE,56,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"326","Harbhajan Singh","AC Gilchrist",10.4,1,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"327","Harbhajan Singh","ML Hayden",10.5,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"328","Harbhajan Singh","ML Hayden",10.6,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"329","A Kumble","AC Gilchrist",11.1,0,FALSE,57,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"330","A Kumble","AC Gilchrist",11.2,1,FALSE,58,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"331","A Kumble","ML Hayden",11.3,1,FALSE,59,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"332","A Kumble","AC Gilchrist",11.4,0,FALSE,59,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"333","A Kumble","AC Gilchrist",11.5,0,FALSE,59,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"334","A Kumble","AC Gilchrist",11.6,0,FALSE,59,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"335","Harbhajan Singh","ML Hayden",12.1,6,FALSE,65,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"336","Harbhajan Singh","ML Hayden",12.2,0,FALSE,65,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"337","Harbhajan Singh","ML Hayden",12.3,0,FALSE,65,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"338","Harbhajan Singh","ML Hayden",12.4,0,FALSE,65,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"339","Harbhajan Singh","ML Hayden",12.5,1,FALSE,66,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"340","Harbhajan Singh","AC Gilchrist",12.6,1,FALSE,67,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"341","A Kumble","AC Gilchrist",13.1,0,FALSE,67,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"342","A Kumble","AC Gilchrist",13.2,0,FALSE,67,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"343","A Kumble","AC Gilchrist",13.3,0,FALSE,67,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"344","A Kumble","AC Gilchrist",13.4,4,FALSE,71,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"345","A Kumble","AC Gilchrist",13.5,1,FALSE,72,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"346","A Kumble","ML Hayden",13.6,1,FALSE,73,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"347","Harbhajan Singh","ML Hayden",14.1,0,FALSE,73,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"348","Harbhajan Singh","ML Hayden",14.2,1,FALSE,74,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"349","Harbhajan Singh","AC Gilchrist",14.3,1,FALSE,75,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"350","Harbhajan Singh","ML Hayden",14.4,1,FALSE,76,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"351","Harbhajan Singh","AC Gilchrist",14.5,4,FALSE,80,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"352","Harbhajan Singh","AC Gilchrist",14.6,4,FALSE,84,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"353","A Kumble","ML Hayden",15.1,1,FALSE,85,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"354","A Kumble","AC Gilchrist",15.2,1,FALSE,86,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"355","A Kumble","ML Hayden",15.3,0,FALSE,86,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"356","A Kumble","ML Hayden",15.4,0,FALSE,86,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"357","A Kumble","ML Hayden",15.5,0,FALSE,86,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"358","A Kumble","ML Hayden",15.6,1,FALSE,87,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"359","Harbhajan Singh","ML Hayden",16.1,1,FALSE,88,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"360","Harbhajan Singh","AC Gilchrist",16.2,1,FALSE,89,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"361","Harbhajan Singh","ML Hayden",16.3,0,FALSE,89,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"362","Harbhajan Singh","ML Hayden",16.4,1,FALSE,90,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"363","Harbhajan Singh","AC Gilchrist",16.5,0,FALSE,90,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"364","Harbhajan Singh","AC Gilchrist",16.6,3,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"365","A Kumble","AC Gilchrist",17.1,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"366","A Kumble","AC Gilchrist",17.2,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"367","A Kumble","AC Gilchrist",17.3,0,FALSE,93,11,"Australia",2,"bat","Australia","9  wickets","Australia"
"368","A Kumble","RT Ponting",17.4,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"369","A Kumble","RT Ponting",17.5,0,FALSE,93,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"370","A Kumble","RT Ponting",17.6,2,FALSE,95,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"371","Harbhajan Singh","ML Hayden",18.1,1,FALSE,96,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"372","Harbhajan Singh","RT Ponting",18.2,0,FALSE,96,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"373","Harbhajan Singh","RT Ponting",18.3,0,FALSE,96,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"374","Harbhajan Singh","RT Ponting",18.4,4,FALSE,100,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"375","Harbhajan Singh","RT Ponting",18.5,1,FALSE,101,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"376","Harbhajan Singh","ML Hayden",18.6,0,FALSE,101,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"377","A Kumble","RT Ponting",19.1,0,FALSE,101,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"378","A Kumble","RT Ponting",19.2,0,FALSE,101,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"379","A Kumble","RT Ponting",19.3,0,FALSE,101,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"380","A Kumble","RT Ponting",19.4,2,FALSE,103,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"381","A Kumble","RT Ponting",19.5,0,FALSE,103,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"382","A Kumble","RT Ponting",19.6,0,TRUE,104,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"383","A Kumble","RT Ponting",19.6,4,FALSE,108,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"384","Harbhajan Singh","ML Hayden",20.1,1,FALSE,109,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"385","Harbhajan Singh","RT Ponting",20.2,4,FALSE,113,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"386","Harbhajan Singh","RT Ponting",20.3,0,FALSE,113,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"387","Harbhajan Singh","RT Ponting",20.4,0,FALSE,113,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"388","Harbhajan Singh","RT Ponting",20.5,0,FALSE,113,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"389","Harbhajan Singh","RT Ponting",20.6,1,FALSE,114,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"390","A Kumble","RT Ponting",21.1,0,FALSE,114,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"391","A Kumble","RT Ponting",21.2,0,FALSE,114,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"392","A Kumble","RT Ponting",21.3,1,FALSE,115,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"393","A Kumble","ML Hayden",21.4,0,FALSE,115,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"394","A Kumble","ML Hayden",21.5,1,FALSE,116,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"395","A Kumble","RT Ponting",21.6,1,FALSE,117,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"396","Harbhajan Singh","RT Ponting",22.1,0,FALSE,117,0,"Australia",2,"bat","Australia","9  wickets","Australia"
"397","Harbhajan Singh","RT Ponting",22.2,4,FALSE,121,0,"Australia",2,"bat","Australia","9  wickets","Australia"
